id,value
173E13,02_melee_Set_unique_f_feet
173E14,02_melee_Set_unique_f_hands
173E15,02_melee_Set_unique_f_head
173E16,02_melee_Set_unique_f_legs
173E18,02_melee_Set_unique_f_torso
173E19,02_melee_Set_Unique_hands
173E1A,02_melee_Set_Unique_head
173E1B,02_melee_Set_Unique_legs
173E1C,02_melee_Set_Unique_torso
173E72,11_melee_Set_Unique_feet
173E73,11_melee_Set_Unique_hands
173E74,11_melee_Set_Unique_head
173E75,11_melee_Set_Unique_legs
173E76,11_melee_Set_Unique_torso
173F34,04_Ljosalfar_hair_f
173F36,03_Ljosalfar_hair_f
17408F,WOS_FleshSac_Floor_01
1742FA,Dokkalfar_female_head_05
17431F,INT_GNO_Floor_Divider
174394,varani_female_head_05
174417,tirnoch_prismere_crystal_01
174418,tirnoch_prismere_wall_01
1745CA,INT_DOK_Large_Floor_Stone
1745CB,INT_DOK_Large_Floor_Wood
17466A,INT_DOK_Door_Cover01_Floor
17476E,FXMesh-Thresh_Arrow
174807,GEN_Rock_Chair_Alabastra
174F12,FXMesh-Fate_Mace
175038,KLU_Flora_TreeCanopy
17558B,FXMesh-Thresh_Proj_01
175AC1,Unseelie_Fae_Male_Head_02
175AC2,Unseelie_Fae_Male_Head_03
175AC3,Unseelie_Fae_Male_Head_04
175AC4,Unseelie_Fae_Male_Head_05
175CD3,KLU_Flora_SwampTreeBroken01
175CD4,KLU_Flora_SwampTreeBroken02
175CD5,KLU_Flora_SwampTreeBroken03
175CD6,KLU_Flora_SwampTreeBroken04
175CD8,Seelie_Fae_Male_Head_02
175CD9,Seelie_Fae_Male_Head_03
175CDC,Seelie_Fae_Male_Head_04
175CDD,Seelie_Fae_Male_Head_05
175D3C,DOK_Wall_Window_01
175FAD,GEN_Scroll_Quill
175FEE,Gnome_Male_Head_02
175FEF,FXMesh-FaerGorta_Buff_Radius_01
176083,Gnome_Male_Head_03
176084,Gnome_Male_Head_04
176085,Gnome_Male_Head_05
176094,FXMesh-Fate_Hook
176231,Ljosalfar_female_head_02
176232,Ljosalfar_female_head_03
176492,Ljosalfar_female_head_04
176499,Ljosalfar_female_head_05
176A26,Fomorous_Hugues_Head
176BF1,01_gnome_Noble_male_torso
176C18,01_gnome_Noble_male_legs
176C24,01_gnome_Noble_male_hands
176C3E,01_gnome_Noble_male_feet
176C44,01_gnome_Noble_male_head
176C66,Fomorous_Hughes_Feet
176C67,Fomorous_Hughes_Hands
176C68,Fomorous_Hughes_Legs
176C69,Fomorous_Hughes_Torso
17704B,15_melee_Set_Unique_f_torso
17704E,15_melee_Set_Unique_f_feet
177051,15_melee_Set_Unique_f_hands
177053,15_melee_Set_Unique_f_head
177057,15_melee_Set_Unique_f_legs
177058,01_Seelie_Commoner_female_feet
177059,01_Seelie_Commoner_female_hands
177062,01_Seelie_Commoner_female_legs
177067,01_Seelie_Commoner_female_torso
177068,02_Seelie_Commoner_female_feet
177069,02_Seelie_Commoner_female_hands
17706A,02_Seelie_Commoner_female_legs
17706B,02_Seelie_Commoner_female_torso
1771A8,Reagent_Seaflax
17720F,01_Seelie_Martial_male_feet
177210,01_Seelie_Martial_male_hands
177212,01_Seelie_Martial_male_legs
177213,01_Seelie_Martial_male_torso
177214,02_Seelie_Martial_male_feet
177215,02_Seelie_Martial_male_hands
177217,02_Seelie_Martial_male_legs
177218,02_Seelie_Martial_male_torso
1772D9,CIN_01_00_LogBarrier
1772E7,15_melee_Set_Unique_torso
17731D,15_melee_Set_Unique_feet
17731F,15_melee_Set_Unique_hands
177321,15_melee_Set_Unique_head
177323,15_melee_Set_Unique_legs
177365,01_Seelie_Merchant_male_feet
177366,01_Seelie_Merchant_male_hands
177367,01_Seelie_Merchant_male_legs
177368,01_Seelie_Merchant_male_torso
17741A,01_Unseelie_Commoner_female_feet
17741B,01_Unseelie_Commoner_female_hands
17741C,01_Unseelie_Commoner_female_legs
17741D,01_Unseelie_Commoner_female_torso
17741E,02_Unseelie_Commoner_female_feet
17741F,02_Unseelie_Commoner_female_legs
177420,02_Unseelie_Commoner_female_hands
177421,02_Unseelie_Commoner_female_torso
1775C0,01_Unseelie_Commoner_male_feet
1775C1,01_Unseelie_Commoner_male_hands
1775C2,01_Unseelie_Commoner_male_legs
1775C3,01_Unseelie_Commoner_male_torso
1775C4,02_Unseelie_Commoner_male_feet
1775C5,02_Unseelie_Commoner_male_hands
1775C6,02_Unseelie_Commoner_male_legs
1775C7,02_Unseelie_Commoner_male_torso
1777B6,17_melee_Set_Unique_f_feet
1777B7,17_melee_Set_Unique_f_hands
1777F6,17_melee_Set_Unique_f_head
1777F7,17_melee_Set_Unique_f_legs
177802,17_melee_Set_Unique_f_torso
177811,17_melee_Set_Unique_feet
177812,17_melee_Set_Unique_hands
177813,17_melee_Set_Unique_head
177814,17_melee_Set_Unique_legs
177815,17_melee_Set_Unique_torso
177EB0,Reagent_YsaBreath
177F95,02_Unseelie_merchant_female_torso
177F96,02_Unseelie_merchant_female_feet
177F97,02_Unseelie_merchant_female_hands
177F98,02_Unseelie_merchant_female_legs
177F99,01_Unseelie_merchant_female_feet
177F9A,01_Unseelie_merchant_female_hands
177F9B,01_Unseelie_merchant_female_legs
177F9C,01_Unseelie_merchant_female_torso
1781A4,01_Unseelie_Noble_male_feet
1781A5,01_Unseelie_Noble_male_hands
1781A7,01_Unseelie_Noble_male_legs
1781A8,01_Unseelie_Noble_male_torso
1781A9,02_Unseelie_Noble_male_feet
1781AA,02_Unseelie_Noble_male_legs
1781AB,02_Unseelie_Noble_male_torso
1781AC,02_Unseelie_Noble_male_hands
1781BF,DOK_Statues_Scholia_Arcanna_03
1782C7,CIN_01_00_TreesRuins
178484,FAE_Pole
17848D,06_melee_NonSet_unique_feet
17848E,06_melee_NonSet_unique_f_feets
17848F,06_melee_NonSet_unique_f_hands
178490,06_melee_NonSet_unique_f_Helmet
178491,06_melee_NonSet_unique_f_legs
178492,06_melee_NonSet_unique_f_torso
178493,06_melee_NonSet_unique_hands
178494,06_melee_NonSet_unique_head
178495,06_melee_NonSet_unique_legs
178496,06_melee_NonSet_unique_torso
178543,01_Ljosalfar_hair_f
178544,02_Ljosalfar_hair_f
179278,GNO_Statue_Scholar_No_Base
179286,GNO_Statue_Templar_No_Base
1799F6,Reagent_SoftscrabblePowder
1799F7,Reagent_PrismereDust
179E04,01_gnome_beard
179E05,01_gnome_hair
179EF0,Ljosalfar_Male_Head_02
179EF5,Ljosalfar_Male_Head_03
179EF6,Ljosalfar_Male_Head_04
179EF7,Ljosalfar_Male_Head_05
179F24,Reagent_ScarletFlowstone
179F9A,FXMesh-FaerGorta_Summoned_Crumble_01
179FD1,INT_GNO_Beaker_Twohand
17A022,Reagent_Edelweiss
17A033,GNO_Bar_03
17A121,Reagent_BlackCohosh
17A1D7,Base_Gnome_Female_Feet_01
17A1E7,Base_Gnome_Female_Hands_01
17A1E8,Base_Gnome_Female_Legs_01
17A1E9,Base_Gnome_Female_Torso_01
17A36C,FXMesh-Fate_Scythe
17A5F4,VIL_Clothes_Line
17A7A6,tirnoch_prismere_crystal_small_01
17AF28,Reagent_Sweetrose
17B015,FXMesh-TRP_Mine_Lightning_01
17B248,Gnome_Female_Head_02
17B2D4,Gnome_Female_Head_03
17B327,Gnome_Female_Head_04
17B41E,Gnome_Female_Head_05
17B649,06_unique_bow
17B6D4,NCA_Rock_Large02
17B723,01_Seelie_Martial_female_torso
17B754,01_Seelie_Martial_female_legs
17B7A1,01_Seelie_Martial_female_hands
17B7CB,01_Seelie_Martial_female_feet
17BA32,NCA_Rock_Large03
17BA8C,01_Seelie_merchant_female_torso
17BA95,01_Seelie_merchant_female_legs
17BAE6,01_Seelie_merchant_female_hands
17BAEE,01_Seelie_merchant_female_feet
17BAF1,NCA_Rock_Large04
17BAF4,04_Fae_hair
17BBCF,01_Seelie_Noble_male_feet
17BBF2,01_Seelie_Noble_male_torso
17BC26,INT_FAE_raised_floor
17BC4E,01_Seelie_Noble_male_hands
17BC52,01_Seelie_Noble_male_legs
17BD25,KLU_Flora_GallowsTreeHanger01
17C1C4,01_Seelie_noble_female_Torso
17C1C8,01_Seelie_noble_female_legs
17C1CC,01_Seelie_noble_female_hands
17C1D0,01_Seelie_noble_female_feet
17C3B1,VIL_Chicken_Coop
17C729,VIL_Window_Box_01
17C72B,GEN_Waitress_Tray_Tankards
17C76D,02_gnome_Noble_male_hands
17C76E,02_gnome_Noble_male_feet
17C76F,02_gnome_Noble_male_legs
17C770,02_gnome_Noble_male_torso
17C771,02_gnome_Noble_male_head
17C78D,VIL_Window_Box_02
17C7B8,02_gnome_beard
17C7BA,Titarion_Torso_01
17C7D0,Ensel_torso
17C857,Guran_torso
17C87A,01_Unseelie_Merchant_Male_Feet
17C87B,01_Unseelie_Merchant_Male_Hands
17C87C,01_Unseelie_Merchant_Male_Legs
17C87D,01_Unseelie_Merchant_Male_Torso
17C927,CIN_Corpse_Pile
17C98E,VIL_Window_Box_03
17C992,03_gnome_beard
17C9B5,02_Seelie_noble_female_feet
17C9B6,02_Seelie_noble_female_hands
17C9B7,02_Seelie_noble_female_legs
17C9B8,02_Seelie_noble_female_Torso
17C9E0,01_unique_chakram
17C9E6,02_unique_chakram
17C9E8,02_Unseelie_Merchant_male_feet
17C9E9,02_Unseelie_Merchant_male_hands
17C9EA,02_Unseelie_Merchant_male_leg
17C9EB,02_Unseelie_Merchant_male_torso
17C9EC,05_Fae_hair
17CA8C,FXMesh-HealingSurge
17CBBC,01_Melee_Set_Unique_f_feet
17CBCA,01_Melee_Set_Unique_f_torso
17CBCD,01_Melee_Set_Unique_f_head
17CBCE,01_Melee_Set_Unique_f_hands
17CBCF,01_Melee_Set_Unique_f_legs
17CBE0,Ensel_and_Guran_hands
17CC30,02_Seelie_Noble_male_feet
17CC31,02_Seelie_Noble_male_hands
17CC32,02_Seelie_Noble_male_legs
17CC33,02_Seelie_Noble_male_torso
17CCD5,02_Seelie_Merchant_male_hands
17CCD6,02_Seelie_Merchant_male_legs
17CCD7,02_Seelie_Merchant_male_torso
17CCDA,02_Seelie_Merchant_male_feet
17CD1E,01_gnome_Scholar_male_feet
17D432,03_Fae_beard
17D470,05_Fae_beard
17D47A,02_gnome_Scholar_male_feet
17D490,04_Fae_beard
17D51E,02_Banshaen
17D525,03_Banshaen
17D6A3,TUA_Prismere_Chantry_01
17D6CA,02_Seelie_merchant_female_feet
17D6CB,02_Seelie_merchant_female_hands
17D6CC,02_Seelie_merchant_female_legs
17D6CD,02_Seelie_merchant_female_torso
17D70C,FHO_Jump_Platform_01
17D794,GEN_Glass_Of_Ambient_01
17D7C2,DOK_carpet_Square
17D81C,05_gnome_hair
17D912,FXMesh_Smoke_Swirl_01_Reverse
17DD92,02_Seelie_Martial_female_torso
17DD95,02_Seelie_Martial_female_feet
17DD96,02_Seelie_Martial_female_hands
17DD97,02_Seelie_Martial_female_legs
17DFAE,FAE_Heart_of_Sidhe
17DFC9,INT_Carpet03
17E14F,agarth_skel
17E150,alynshir_skel
17E176,01_iron_sword_1h_gnome
17E177,02_steel_sword_1h_gnome
17E178,03_azurite_sword_1h_gnome
17E179,04_sylvanite_sword_1h_gnome
17E17A,05_Prismere_Sword_1h_gnome
17E1B6,02_fae_f_hair
17E205,07_unique_chakram
17E3F0,05_mage_NonSet_Unique_feet
17E3F1,05_mage_NonSet_Unique_hands
17E3F2,05_mage_NonSet_Unique_head
17E3F3,05_mage_NonSet_Unique_legs
17E3F4,05_mage_NonSet_Unique_torso
17E431,05_Unique_hammer
17EEA8,12_Rogue_Set_Unique_torso
17EEF8,12_Rogue_Set_Unique_legs
17EF0A,05_melee_Set_unique_f_feet
17EF0B,05_melee_Set_unique_f_hands
17EF0C,05_melee_Set_unique_f_head
17EF0D,05_melee_Set_unique_f_legs
17EF0E,05_melee_Set_unique_f_torso
17EF10,12_Rogue_Set_Unique_hands
17EF3A,12_Rogue_Set_Unique_head
17EF49,12_Rogue_Set_Unique_feet
17F057,11_melee_Set_Unique_f_feet
17F058,11_melee_Set_Unique_f_hands
17F059,11_melee_Set_Unique_f_head
17F05A,11_melee_Set_Unique_f_legs
17F05B,11_melee_Set_Unique_f_torso
17F060,12_Rogue_Set_Unique_f_feet
17F061,12_Rogue_Set_Unique_f_hands
17F062,12_Rogue_Set_Unique_f_head
17F063,12_Rogue_Set_Unique_f_legs
17F064,12_Rogue_Set_Unique_f_torso
17F110,agarth_head
17F396,01_rogue_Set_Unique_f_feet
17F397,01_rogue_Set_Unique_f_hand
17F398,01_rogue_Set_Unique_f_head
17F399,01_rogue_Set_Unique_f_legs
17F39A,01_rogue_Set_Unique_f_torso
17F456,FAE_Fountain_01
17F686,06_rogue_Set_unique_feet
17F687,06_rogue_Set_unique_hands
17F688,06_rogue_set_unique_head
17F689,06_rogue_set_unique_legs
17F68A,06_rogue_set_unique_torso
17F955,06_rogue_Set_unique_f_feet
17F956,06_rogue_Set_unique_f_hands
17F957,06_rogue_Set_unique_f_head
17F958,06_rogue_set_unique_f_legs
17F959,06_rogue_Set_unique_f_torso
17F962,13_Rogue_Set_Unique_feet
17F964,13_Rogue_Set_Unique_hands
17F966,13_Rogue_Set_Unique_head
17F967,13_Rogue_Set_Unique_legs
17F968,13_Rogue_Set_Unique_torso
17F96C,14_Rogue_Set_Unique_head
17F96D,14_Rogue_Set_Unique_hands
17F96E,14_Rogue_Set_Unique_legs
17F96F,14_Rogue_Set_Unique_torso
17F970,14_Rogue_Set_Unique_feet
17FA94,Wolf_Skel
17FA9B,Cow_Skel
17FDD9,Tirnoch_FirePillar
17FFB7,FAE_Fountain_Waterplane_01
17FFB8,11_unique_bow
180027,13_rogue_Set_unique_f_feet
180061,13_rogue_set_unique_f_legs
180062,13_rogue_Set_unique_f_hands
18006F,13_rogue_Set_unique_f_head
180260,13_rogue_Set_unique_f_torso
18039B,12_unique_bow
18047B,FAE_Fountain_02
180598,FAE_Fountain_Waterfall_02
180680,15_Rogue_Set_unique_f_feet
180689,15_Rogue_Set_unique_f_hands
18068A,15_Rogue_Set_unique_f_head
180695,15_Rogue_Set_unique_f_legs
180698,15_Rogue_Set_unique_f_torso
18088F,FAE_Fountain_Waterplane_02
180D51,FxMesh-Channel_Magic_01
1811BD,ERU_glowrune_circle_destroyed_01
181209,ERU_Brazier01
1813FB,ERU_EXT_Door02
181BC4,Character_Generation_Legs
181BC9,Character_Generation_Torso
181D1F,Character_Generation_F_Torso
181D20,Character_Generation_F_Legs
182136,FAE_Sign_Arcanist
182138,FAE_Sign_Armorsmith
182139,FAE_Sign_Blacksmith
18213A,FAE_Sign_City
18213B,FAE_Sign_Danger
18213C,FAE_Sign_Fateweaver
18213D,FAE_Sign_Healer
18213E,FAE_Sign_Inn
18213F,FAE_Sign_Merchant
182140,FAE_Sign_Mine
182142,FAE_Sign_Sagecrafter
182145,FAE_Sign_Stronghold
182148,FAE_Sign_Trainer
18214B,FAE_Sign_Village
18215B,FAE_Sign_Weaponsmith
1822AB,INT_Carpet04
1822CC,INT_Carpet05
182340,FxMesh-Stained_Glass_01
182344,FxMesh-Stained_Glass_02
182345,FxMesh-Stained_Glass_03
182346,FxMesh-Stained_Glass_04
182347,FxMesh-Stained_Glass_05
182479,02_Thresh
1829C4,INT_Carpet06
182DD1,ERU_Handrail01
182DD2,ERU_Handrail01_End
182DD4,ERU_Handrail02
182EF4,01_unique_Staff
182F0E,FAE_Building_Entrance
18300A,INT_Carpet07
183049,INT_DOK_counter_merchant_02
18319D,FAE_Building_Pod
18319E,03_Magic_NonSet_Unique_feet
18319F,03_Magic_NonSet_Unique_hands
1831A0,03_Magic_NonSet_Unique_head
1831A2,03_Magic_NonSet_Unique_torso
1833EA,TMP_Formorus_Posed
183400,03_melee_Set_Unique_feet
183401,03_melee_Set_Unique_hands
183402,03_melee_Set_Unique_head
183403,03_melee_Set_unique_legs
183404,03_melee_Set_Unique_torso
183438,Tirnoch_body
18357D,03_unique_chakram
183597,04_unique_chakram
1835A0,08_unique_chakram
1836E5,04_Magic_NonSet_Unique_feet
1836E6,04_Magic_NonSet_Unique_hands
1836E9,04_Magic_NonSet_Unique_head
1836EA,04_Magic_NonSet_Unique_torso
183998,07_melee_Set_unique_feet
183999,07_melee_Set_unique_hands
18399A,07_melee_Set_unique_head
18399B,07_melee_Set_unique_legs
18399C,07_melee_Set_unique_torso
1842AA,FAE_Grand_Arch
184465,14_Melee_Set_unique_feet
18446F,14_Melee_Set_unique_hands
184478,14_Melee_Set_unique_head
18447D,14_Melee_Set_unique_legs
18447F,14_Melee_Set_unique_torso
1844FB,01_fae_f_hair
184530,03_fae_f_hair
18464D,01_Unseelie_maiden_windemere_torso
184655,CIN_GNO_Gurney_01_Mesh
184678,CIN_GNO_Gurney_01_Skele
184694,INT_DOK_Trim_Molding
184699,01_Unseelie_Maiden_windemere_legs
1846A1,01_Unseelie_maiden_windemere_hands
184881,DOK_Mel_FrontGate_CollisionOnly
184AA6,TUA_Prismere_Chantry_Destroyed_01
18532E,CIN_GNO_Scroll_01
1854F9,01_Unseelie_maiden_windemere_feet
18574E,FXMesh-Prismere_Chantry_Shard_01
185778,DOK_bench_02
1857A7,unseelie_maiden_windemere_head
185892,FXMesh-Tirnoch_AOE
185B6A,FXMesh-Decaler_01_Niskaru_Emerge
185E22,FxMesh-Sceptre_Block_Special
186A1E,DOK_Mel_Door_Fast
186A7C,FAE_Base_Center_NO_STAIRS
186DB8,14_Melee_Set_Unique_f_feet
186DBB,14_Melee_Set_Unique_f_hands
186DBE,14_Melee_Set_Unique_f_head
186DC0,14_Melee_Set_Unique_f_legs
186DDB,05_magic_Set_unique_feet
186DDC,05_magic_Set_unique_hands
186DDD,05_magic_Set_unique_head
186DDF,05_magic_Set_unique_torso
186DE1,14_Melee_Set_Unique_f_torso
186F6C,FXMesh_TestSpace_X
186F97,03_generic_alfar_hair
186FDC,GEN_Rope01
18710E,Bear_Skele
18746D,INT_DOK_Connector02
1878D4,FAE_Building_Large_HOB
187941,FAE_Base_ShadowObject
18795A,FxMesh-Wind_Helix_01
187D5C,GNO_Addon_Garden_Wall_02
187D5D,GNO_Addon_Garden_Wall_04
187D89,02_almain_peasant_male_torso
187DA0,02_almain_peasant_male_legs
187DA2,02_almain_peasant_male_head
187DA5,02_almain_peasant_male_hands
187DA6,02_almain_peasant_male_feet
187DDA,CIN_Blocker_Box
187E26,GNO_Addon_Garden_Large_01
187E60,CIN_Corpse_Mesh
187E61,CIN_Corpse_Skele
18805E,INT_GEN_Medical_Instruments
188086,INT_GEN_Medical_Instruments_Small
188143,11_Unique_Faeblades
18847F,FAE_Wall_Spout
1884BC,CIN_GNO_quill_01
1884BE,GNO_Addon_Garden_Wall_01
1884BF,GNO_Addon_Garden_Wall_03
1884C0,GNO_Addon_Garden_Wall_05
18850A,FAE_streetlamp_02
18850B,FAE_streetlamp_03
188661,GEN_Signpost_02
1886DF,GEN_SignPost_Arcanist_04
1886E1,GEN_SignPost_Armorsmith_04
1886E2,GEN_SignPost_Blacksmith_04
1886E3,GEN_SignPost_City_04
1886E4,GEN_SignPost_Danger_04
1886E5,GEN_SignPost_Fateweaver_04
1886E6,GEN_SignPost_Healer_04
1886E8,GEN_SignPost_Inn_04
1886E9,GEN_SignPost_Merchant_04
1886EA,GEN_SignPost_Mine_04
1886EB,GEN_SignPost_Stronghold_04
1886EC,GEN_SignPost_Trainer_04
1886ED,GEN_SignPost_Village_04
1886EF,GEN_SignPost_Weaponsmith_04
188706,GEN_SignPost_Sagecrafter_04
188765,FAE_Signpost_01
188918,FAE_Base_Wall05
188943,FAE_Base_Wall06
188944,FAE_Base_Wall07
188A49,FAE_Base_WallPost
189210,GNO_Door_Library
189291,FAE_Wall_Spout_02
1896E8,INT_GNO_Staircase_Small
189848,FOR_Skyline_Mountain01
189892,FOR_Skyline_Mountain02
1899AF,FAE_Vine_01
1899B4,FAE_Vine_02
189A26,FxMesh-Sceptre_Ground_Proj_Lightning
189ACA,INT_FAE_Large_Column_Back_Cover
189AEF,WAR_Barrier_01
189B93,FXMesh-PrismereCrystal_01
189F41,FxMesh-Sceptre_Ground_Proj_Ice
189F42,FxMesh-Sceptre_Ground_Proj_Fire
18A5BA,GNO_Building_Wall_Gate_Closed
18A69D,TirnochCavern_CrystalHuge_Blue01
18A69F,TirnochCavern_CrystalHuge_Red01
18AC58,FOR_River_Pond_02
18B1C7,TirnochCaver_CrystalMedium_Blue01
18B1C8,TirnochCaver_CrystalMedium_Red01
18B311,FOR_Skyline_Trees01
18B5AF,FAE_Base_Center_02
18B5C8,FOR_Skyline_Trees02
18B60A,FAE_Stairs_Curve_03
18B690,FAE_Stairs_Curve_04
18B80B,01_Gnome_Commoner_f_feet
18B827,01_Gnome_Commoner_f_hands
18B828,01_Gnome_Commoner_f_legs
18B829,01_Gnome_Commoner_f_torso
18B8AD,02_Gnome_Commoner_f_feet
18B8AE,02_Gnome_Commoner_f_hands
18B8DB,02_Gnome_Commoner_f_legs
18B8DC,02_Gnome_Commoner_f_torso
18BA50,04_Greathammer_unique
18BA7C,FXMesh-Fate_Arrow
18BA7D,FXMesh-Fate_Bow
18BAD4,19_Melee_Set_unique_feet
18BAD7,19_Melee_Set_unique_hands
18BAD8,19_Melee_Set_unique_head
18BADA,19_Melee_Set_unique_legs
18BAEF,19_Melee_Set_unique_torso
18BB52,19_melee_Set_unique_f_feet
18BB53,19_melee_Set_unique_f_hands
18BB54,19_melee_Set_unique_f_head
18BB55,03_melee_Set_unique_f_feet
18BB56,03_melee_Set_unique_f_hands
18BB57,03_melee_Set_unique_f_head
18BB58,03_melee_Set_unique_f_legs
18BB59,03_melee_Set_unique_f_torso
18BB64,19_melee_Set_unique_f_legs
18BB65,19_melee_Set_unique_f_torso
18BB78,04_unique_sword_2h
18BBC0,05_unique_chakram
18BBF9,01_gnome_f_hair
18BC0C,01_Gnome_Commoner_f_head
18BC10,02_Gnome_Commoner_f_head
18BC42,05_gnome_beard
18BCDE,05_mage_NonSet_Unique_f_feet
18BCDF,05_mage_NonSet_Unique_f_hands
18BCE0,05_mage_NonSet_Unique_f_head
18BCE1,05_mage_NonSet_unique_f_torso
18BCE9,02_gnome_hair
18BD0D,12_unique_Staff
18BD17,05_magic_Set_unique_f_feet
18BD18,05_magic_Set_unique_f_hands
18BD19,05_magic_Set_unique_f_head
18BD1A,05_magic_Set_unique_f_torso
18BD67,06_magic_NonSet_Unique_torso
18BD68,06_magic_NonSet_Unique_feet
18BD69,06_magic_NonSet_Unique_f_feet
18BD6A,06_magic_NonSet_Unique_f_hands
18BD6B,06_magic_NonSet_Unique_f_head
18BD6C,06_magic_NonSet_unique_f_torso
18BD6D,06_magic_NonSet_Unique_hands
18BD6E,06_magic_NonSet_Unique_head
18BD82,06_unique_chakram
18BECE,splinter_of_fate_skel
18BF45,06_unique_hammer
18BF51,09_magic_Set_Unique_head
18BF6F,09_magic_Set_Unique_torso
18BF72,09_magic_Set_Unique_hands
18BF73,09_magic_Set_Unique_feet
18BF80,06_gnome_beard
18BF9F,09_magic_Set_unique_f_feet
18BFA0,09_magic_Set_unique_f_hands
18BFA1,09_magic_Set_unique_f_head
18BFA2,09_magic_Set_unique_f_torso
18BFBE,02_magic_NonSet_Unique_feet
18BFBF,02_magic_NonSet_Unique_hands
18BFC0,02_magic_NonSet_Unique_head
18BFC1,02_magic_NonSet_Unique_torso
18BFEF,07_Melee_Set_unique_f_feet
18BFF0,07_Melee_Set_unique_f_hands
18BFF1,07_Melee_Set_unique_f_head
18BFF2,07_Melee_Set_unique_f_legs
18BFF3,07_Melee_Set_unique_f_torso
18C026,CIN_WOS_DoorGnome_Mesh
18C027,CIN_WOS_DoorGnome_Skele
18C02A,FOR_Fireflies_01
18C060,01_gnome_scholar_f_head
18C063,01_gnome_noble_female_head
18C06C,01_gnome_scholar_f_torso
18C072,01_gnome_scholar_f_legs
18C079,01_gnome_scholar_f_hands
18C07E,01_gnome_scholar_f_feet
18C09D,02_gnome_noble_female_head
18C0A0,02_gnome_scholar_f_feet
18C0A2,02_gnome_scholar_f_hands
18C0A3,02_gnome_scholar_f_head
18C0A5,01_gnome_noble_female_hands
18C0A6,01_gnome_noble_female_legs
18C0A7,01_gnome_noble_female_torso
18C0A8,01_gnome_noble_female_feet
18C0A9,02_gnome_scholar_f_legs
18C0AA,02_gnome_scholar_f_torso
18C0AB,02_gnome_noble_female_hands
18C0AC,02_gnome_noble_female_legs
18C0AD,02_gnome_noble_female_torso
18C0AE,02_gnome_noble_female_feet
18C0B6,02_gnome_f_hair
18C0FD,FXMesh-Spider_Web_Proj_01
18C258,Tirnoch_Gadflows_ThroneRoom01
18C322,CIN_VIL_BannerStand_01_Mesh
18C323,CIN_VIL_BannerStand_01_Skele
18C41B,04_gnome_beard
18C81C,PLN_StandingStoneAnimated_01
18C822,SHO_Doorway_Small
18CEFF,02_Fae_beard
18D002,FAE_Lorestone_Piece_B
18D004,FAE_Lorestone_Piece_A
18D032,14_unique_hammer
18D033,INT_FAE_Planter
18D1B7,CIN_Corpse_Alfar_Steel_01
18D1B8,CIN_Corpse_Alfar_Steel_02
18D1B9,CIN_Corpse_Alfar_Steel_03
18D1BA,CIN_Corpse_Alfar_Steel_04
18D1BC,CIN_Corpse_Tuatha_Melee_01
18D1C0,CIN_Corpse_Tuatha_Melee_02
18D1C1,CIN_Corpse_Tuatha_Melee_03
18D1C2,CIN_Corpse_Tuatha_Melee_04
18D1E4,01_Ljosalfar_noble_male_torso
18D1EC,01_Ljosalfar_noble_male_head
18D1F5,01_Ljosalfar_noble_male_hands
18D1FB,01_Ljosalfar_noble_male_feet
18D2ED,02_Ljosalfar_noble_male_torso
18D2EF,02_Ljosalfar_noble_male_feet
18D2F3,02_Ljosalfar_noble_male_head
18D2F5,02_Ljosalfar_noble_male_hands
18D394,03_unique_kiteshield
18D395,04_unique_kiteshield
18D45B,GNO_Door_Large_EXT
18D6DB,TirnochCavern_Amyethyn_LoadDoor
18D75B,02_magic_NonSet_Unique_f_feet
18D782,02_magic_NonSet_Unique_f_hands
18D798,02_magic_NonSet_Unique_f_head
18D7AF,02_magic_NonSet_Unique_f_torso
18DB2D,splinter_02_melee_Set_Unique_feet
18DB3F,splinter_02_melee_Set_Unique_hands
18DB4A,splinter_02_melee_Set_Unique_head
18DCB2,splinter_02_melee_Set_Unique_legs
18DCC2,splinter_02_melee_Set_Unique_torso
18DEA3,CIN_DOK_MEL_DoorOutside_Mesh
18DEA4,CIN_DOK_MEL_DoorOutside_Skele
18E3BF,splinter_03_Rogue_Set_Unique_feet
18E3C8,splinter_03_Rogue_Set_Unique_hands
18E3D0,splinter_03_Rogue_Set_Unique_head
18E3D1,splinter_03_Rogue_Set_Unique_legs
18E3D2,splinter_03_Rogue_Set_Unique_torso
18E3D3,splinter_06_magic_NonSet_Unique_feet
18E3D4,splinter_06_magic_NonSet_Unique_hands
18E3D5,splinter_06_magic_NonSet_Unique_head
18E3D6,splinter_06_magic_NonSet_Unique_torso
18EDF4,02_Unique_Faeblades
18EE8D,02_unique_staff
18EE8E,06_unique_staff
18EEB0,04_fae_f_hair
18F051,04_Magic_NonSet_Unique_f_feet
18F052,04_Magic_NonSet_Unique_f_hands
18F053,04_Magic_NonSet_Unique_f_head
18F054,04_Magic_NonSet_Unique_f_torso
18F06D,WAR_Carpet_01
18F06E,WAR_Carpet_02
18F13D,Tirnoch_SplinterSpawnLocation
18F205,02_unique_hammer
18F327,02_magic_Set_Unique_feet
18F328,02_magic_Set_Unique_f_feet
18F329,02_magic_Set_Unique_f_hands
18F32A,02_magic_Set_Unique_f_head
18F32B,02_magic_Set_Unique_f_torso
18F32C,02_magic_Set_Unique_hands
18F32D,02_magic_Set_Unique_head
18F32E,02_magic_Set_Unique_torso
18F330,War_Banner_03
